"Date","Time","Cloud Condition","Rain Condition","Brightness Condition","Cloud Value","Cloud Sensor Temperature","Rain Value","Brightness Value","Ambient Temperature","Rain Heating Percentage","Rain Sensor Temperature","Heating Status","Switch Status","Read Cycle","Timeout Errors","Safe Status","Wind Condition","Wind Value","Rel hum Condition","RH Value"
"2020-07-12","23:18:01","Overcast","Dry","Dark","3.2","21.2","4608","40045","21.2","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","73%"
"2020-07-12","23:23:01","Cloudy","Dry","Dark","-3.7","20.9","4608","57232","20.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","74%"
"2020-07-12","23:28:00","Cloudy","Dry","Dark","-6.2","20.6","4608","51503","20.6","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-12","23:33:01","Cloudy","Dry","Dark","-0.4","20.7","4608","57232","20.7","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-12","23:38:00","Cloudy","Dry","Dark","-4.8","20.5","4608","57232","20.5","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-12","23:43:00","Cloudy","Dry","Dark","-3.9","20.4","4608","38135","20.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-12","23:47:59","Cloudy","Dry","Dark","-7.1","20.4","4608","45774","20.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-12","23:53:00","Cloudy","Dry","Dark","-0.2","20.4","4608","30497","20.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-12","23:57:59","Cloudy","Dry","Dark","-3.0","20.6","4608","45774","20.6","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","00:02:59","Cloudy","Dry","Dark","-8.0","20.4","4608","45774","20.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","00:08:03","Cloudy","Dry","Dark","-8.3","20.1","4608","40045","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:12:59","Cloudy","Dry","Dark","-8.6","20.1","4608","43864","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:18:02","Cloudy","Dry","Dark","-8.2","19.9","4608","34316","19.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:23:03","Cloudy","Dry","Dark","-0.9","20.2","4608","51503","20.2","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","00:28:02","Cloudy","Dry","Dark","-7.2","20.2","4608","51503","20.2","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","00:33:02","Cloudy","Dry","Dark","-8.8","20.0","4608","40045","20.0","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:38:01","Cloudy","Dry","Dark","-8.7","19.9","4607","45774","19.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:43:02","Cloudy","Dry","Dark","-8.6","19.9","4608","45774","19.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:48:00","Cloudy","Dry","Dark","-8.0","19.9","4608","51503","19.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","00:53:01","Cloudy","Dry","Dark","-8.2","20.0","4561","57232","20.0","14%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","00:58:00","Cloudy","Dry","Dark","-3.5","20.1","4608","34316","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","01:03:01","Cloudy","Dry","Dark","-1.5","20.4","4608","51503","20.4","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","01:07:59","Cloudy","Dry","Dark","-1.7","20.2","4608","38135","20.2","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","01:13:00","Overcast","Dry","Dark","4.2","20.5","4608","49593","20.5","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","01:17:59","Cloudy","Dry","Dark","-4.1","20.4","4608","36226","20.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","01:22:59","Cloudy","Dry","Dark","-6.3","20.0","4608","51503","20.0","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","01:28:03","Cloudy","Dry","Dark","-5.0","19.9","4556","34316","19.9","17%","26.2","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","01:32:59","Cloudy","Dry","Dark","-5.2","19.9","4608","34316","19.9","12%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","01:38:02","Cloudy","Dry","Dark","-7.0","19.8","4565","38135","19.8","16%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","01:43:06","Cloudy","Dry","Dark","-2.8","20.0","4570","45774","20.0","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","01:48:02","Overcast","Dry","Dark","2.4","20.4","4608","45774","20.4","10%","25.2","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","01:53:05","Overcast","Dry","Dark","1.3","20.4","4608","38135","20.4","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","01:58:01","Cloudy","Dry","Dark","-4.7","20.1","4608","45774","20.1","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","02:03:05","Cloudy","Dry","Dark","-6.4","19.9","4563","43864","19.9","20%","25.8","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","02:08:01","Cloudy","Dry","Dark","-6.4","19.7","4608","40045","19.7","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","02:13:04","Cloudy","Dry","Dark","-1.1","19.9","4608","40045","19.9","13%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","02:18:00","Cloudy","Dry","Dark","-7.8","19.8","4591","51503","19.8","15%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","02:23:04","Cloudy","Dry","Dark","-6.7","19.6","4561","51503","19.6","12%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","02:28:00","Cloudy","Dry","Dark","-7.8","19.6","4599","45774","19.6","12%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","02:33:03","Overcast","Dry","Dark","2.3","19.9","4608","45774","19.9","13%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","02:37:59","Cloudy","Dry","Dark","-2.4","20.1","4608","51503","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","02:43:02","Cloudy","Dry","Dark","-0.3","20.1","4608","45774","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","02:48:03","Cloudy","Dry","Dark","-5.3","20.1","4607","45774","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","02:53:02","Cloudy","Dry","Dark","-0.8","20.1","4608","49593","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","02:58:03","Cloudy","Dry","Dark","-2.2","19.9","4608","45774","19.9","15%","25.8","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","03:03:01","Cloudy","Dry","Dark","-5.2","19.9","4551","57232","19.9","11%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","03:08:02","Cloudy","Dry","Dark","-8.6","19.5","4597","51503","19.5","12%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","03:13:01","Cloudy","Dry","Dark","-2.0","19.6","4557","45774","19.6","11%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","03:18:01","Cloudy","Dry","Dark","-5.5","19.5","4598","51503","19.5","12%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","03:23:00","Cloudy","Dry","Dark","-0.6","19.6","4557","45774","19.6","14%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","03:28:01","Cloudy","Dry","Dark","-2.2","19.8","4608","51503","19.8","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","03:33:00","Overcast","Dry","Dark","0.1","19.7","4551","40045","19.7","14%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","03:38:00","Cloudy","Dry","Dark","-5.0","19.9","4608","51503","19.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","03:42:59","Cloudy","Dry","Dark","-0.7","19.6","4608","38135","19.6","12%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","03:48:00","Overcast","Dry","Dark","3.2","19.8","4580","40045","19.8","12%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","03:52:59","Cloudy","Dry","Dark","-1.5","20.1","4608","36226","20.1","10%","25.2","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","03:57:59","Cloudy","Dry","Dark","-5.6","19.8","4574","45774","19.8","17%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","04:03:03","Cloudy","Dry","Dark","-5.3","19.7","4608","43864","19.7","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","04:07:59","Cloudy","Dry","Dark","-1.0","19.6","4553","32406","19.6","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","04:13:02","Cloudy","Dry","Dark","-6.1","19.5","4587","45774","19.5","14%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","04:18:03","Overcast","Dry","Dark","0.1","19.8","4608","45774","19.8","13%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","04:23:02","Cloudy","Dry","Dark","-1.1","19.9","4608","38135","19.9","15%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","04:28:02","Overcast","Dry","Dark","1.8","20.1","4608","49593","20.1","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","04:33:01","Cloudy","Dry","Dark","-0.4","20.0","4608","57232","20.0","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","04:38:02","Overcast","Dry","Dark","3.9","20.3","4608","32406","20.3","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","04:43:00","Overcast","Dry","Dark","0.3","20.1","4608","51503","20.1","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","04:48:01","Overcast","Dry","Dark","4.7","20.3","4608","51503","20.3","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","04:53:00","Overcast","Dry","Dark","0.3","20.2","4608","49593","20.2","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","04:58:01","Cloudy","Dry","Dark","-0.7","19.8","4585","51503","19.8","16%","25.6","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","05:02:59","Overcast","Dry","Dark","3.6","20.1","4608","43864","20.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","05:08:00","Overcast","Dry","Dark","0.6","20.0","4608","40045","20.0","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","05:13:04","Overcast","Dry","Dark","0.9","20.0","4555","32406","20.0","14%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","05:18:00","Cloudy","Dry","Dark","-4.3","19.7","4608","57232","19.7","16%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","05:23:04","Overcast","Dry","Dark","2.6","19.8","4599","36226","19.8","13%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","05:28:00","Overcast","Dry","Dark","1.5","19.9","4555","51503","19.9","14%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","05:33:03","Cloudy","Dry","Dark","-2.3","19.7","4584","43864","19.7","17%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","05:37:59","Cloudy","Dry","Dark","-3.9","19.4","4608","32406","19.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","05:43:03","Cloudy","Dry","Dark","-5.0","19.5","4608","40045","19.5","16%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","05:48:03","Cloudy","Dry","Dark","-1.5","19.4","4599","43864","19.4","12%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","05:53:02","Cloudy","Dry","Dark","-4.1","19.5","4608","49593","19.5","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","05:58:03","Cloudy","Dry","Dark","-6.9","19.2","4608","51503","19.2","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","06:03:01","Overcast","Dry","Dark","5.9","19.7","4549","57232","19.7","14%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","06:08:02","Overcast","Dry","Dark","2.2","19.9","4608","45774","19.9","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","06:13:01","Cloudy","Dry","Dark","-3.2","19.6","4572","36226","19.6","17%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","06:18:01","Cloudy","Dry","Dark","-0.8","19.6","4562","30497","19.6","17%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","06:23:00","Cloudy","Dry","Dark","-5.5","19.5","4547","40045","19.5","17%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","06:28:01","Cloudy","Dry","Dark","-6.0","19.3","4550","43864","19.3","11%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","06:33:00","Cloudy","Dry","Dark","-6.0","18.9","4548","30497","18.9","11%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","06:38:00","Cloudy","Dry","Dark","-9.0","18.9","4586","43864","18.9","17%","24.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","06:42:59","Cloudy","Dry","Dark","-7.2","18.7","4550","57232","18.7","11%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","06:48:00","Cloudy","Dry","Dark","-5.7","18.8","4607","34316","18.8","15%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","06:52:59","Cloudy","Dry","Dark","-9.3","18.7","4579","45774","18.7","12%","24.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","06:57:59","Cloudy","Dry","Dark","-6.6","18.8","4608","43864","18.8","16%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","07:03:03","Cloudy","Dry","Dark","-5.8","18.8","4608","43864","18.8","10%","24.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","83%"
"2020-07-13","07:07:59","Cloudy","Dry","Dark","-1.3","19.1","4595","45774","19.1","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","82%"
"2020-07-13","07:13:02","Overcast","Dry","Dark","9.2","19.8","4608","22858","19.8","12%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","07:18:03","Overcast","Dry","Dark","8.9","20.2","4608","41955","20.2","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","07:23:02","Overcast","Dry","Dark","7.0","20.6","4607","30497","20.6","10%","27.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","07:28:02","Overcast","Dry","Dark","7.8","20.5","4608","19039","20.5","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","07:33:01","Overcast","Dry","Dark","7.2","20.7","4608","18466","20.7","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","07:38:02","Overcast","Dry","Dark","5.4","20.3","4608","10937","20.3","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","07:43:01","Overcast","Dry","Dark","0.7","20.1","4608","7104","20.1","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","07:48:01","Overcast","Dry","Dark","6.7","20.3","4608","2447","20.3","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","07:53:00","Overcast","Dry","Light","3.5","20.2","4607","902","20.2","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","78%"
"2020-07-13","07:58:01","Cloudy","Dry","Light","-6.8","20.0","4607","257","20.0","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","08:02:59","Cloudy","Dry","Light","-8.2","19.4","4608","42","19.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","82%"
"2020-07-13","08:08:00","Overcast","Dry","Very light","0.5","19.4","4586","1","19.4","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","81%"
"2020-07-13","08:12:59","Cloudy","Dry","Very light","-4.2","19.6","4545","1","19.6","11%","25.2","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","08:18:00","Cloudy","Dry","Very light","-3.4","19.4","4558","1","19.4","11%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","80%"
"2020-07-13","08:23:03","Overcast","Dry","Very light","5.4","19.8","4608","1","19.8","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","79%"
"2020-07-13","08:27:59","Overcast","Dry","Very light","7.8","20.3","4608","1","20.3","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","77%"
"2020-07-13","08:33:02","Overcast","Dry","Very light","8.9","20.6","4608","1","20.6","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","08:38:06","Overcast","Dry","Very light","8.7","20.7","4608","1","20.7","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","08:43:02","Overcast","Dry","Very light","2.7","20.8","4608","1","20.8","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","08:47:59","Overcast","Dry","Very light","5.4","20.6","4607","1","20.6","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","08:53:00","Overcast","Dry","Very light","1.9","20.5","4608","1","20.5","10%","25.2","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","08:57:59","Overcast","Dry","Very light","6.7","20.4","4608","1","20.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","09:02:59","Overcast","Dry","Very light","3.4","20.7","4608","1","20.7","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","09:08:03","Cloudy","Dry","Very light","-4.2","20.5","4607","1","20.5","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","09:12:59","Cloudy","Dry","Very light","-2.4","20.1","4608","1","20.1","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","09:18:02","Cloudy","Dry","Very light","-3.6","20.4","4608","1","20.4","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","75%"
"2020-07-13","09:23:03","Overcast","Dry","Very light","0.6","20.1","4608","1","20.1","10%","25.0","","Closed","5","0","Unsafe","Calm","0.0","Humid","76%"
"2020-07-13","09:28:02","Overcast","Dry","Very light","8.2","20.6","4608","1","20.6","10%","25.4","","Closed","5","0","Unsafe","Calm","0.0","Normal","74%"
"2020-07-13","09:33:02","Overcast","Dry","Very light","6.2","21.3","4608","1","21.3","10%","26.2","","Closed","5","0","Unsafe","Calm","0.0","Normal","72%"
"2020-07-13","09:38:01","Overcast","Dry","Very light","8.7","21.7","4608","1","21.7","10%","27.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","71%"
"2020-07-13","09:43:02","Overcast","Dry","Very light","6.2","21.9","4608","1","21.9","10%","27.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","70%"
"2020-07-13","09:48:01","Overcast","Dry","Very light","8.0","21.4","4608","1","21.4","10%","26.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","72%"
"2020-07-13","09:53:01","Overcast","Dry","Very light","8.8","22.0","4608","1","22.0","10%","27.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","70%"
"2020-07-13","09:58:00","Overcast","Dry","Very light","8.9","22.5","4608","1","22.5","10%","27.2","","Closed","5","0","Unsafe","Calm","0.0","Normal","68%"
"2020-07-13","10:03:01","Overcast","Dry","Very light","8.8","22.5","4608","1","22.5","10%","27.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","68%"
"2020-07-13","10:07:59","Overcast","Dry","Very light","8.8","22.6","4608","1","22.6","10%","27.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","68%"
"2020-07-13","10:13:00","Overcast","Dry","Very light","6.6","22.8","4608","1","22.8","10%","28.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","68%"
"2020-07-13","10:17:59","Overcast","Dry","Very light","5.7","23.4","4608","1","23.4","10%","28.4","","Closed","5","0","Unsafe","Calm","0.0","Normal","66%"
"2020-07-13","10:23:00","Overcast","Dry","Very light","6.0","23.5","4608","1","23.5","10%","28.4","","Closed","5","0","Unsafe","Calm","0.0","Normal","65%"
"2020-07-13","10:28:03","Overcast","Dry","Very light","6.0","24.1","4608","1","24.1","10%","29.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","63%"
"2020-07-13","10:32:59","Overcast","Dry","Very light","4.9","24.7","4608","1","24.7","10%","29.4","","Closed","5","0","Unsafe","Calm","0.0","Normal","61%"
"2020-07-13","10:38:02","Cloudy","Dry","Very light","-0.7","24.3","4608","1","24.3","10%","29.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","62%"
"2020-07-13","10:42:59","Overcast","Dry","Very light","1.1","23.7","4608","1","23.7","10%","28.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","64%"
"2020-07-13","10:48:02","Cloudy","Dry","Very light","-3.1","24.3","4607","1","24.3","10%","29.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","61%"
"2020-07-13","10:53:05","Cloudy","Dry","Very light","-5.7","24.9","4608","1","24.9","10%","29.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","60%"
"2020-07-13","10:58:01","Cloudy","Dry","Very light","-2.3","25.0","4607","1","25.0","10%","29.6","","Closed","5","0","Unsafe","Calm","0.0","Normal","60%"
"2020-07-13","11:03:05","Cloudy","Dry","Very light","-7.2","25.5","4608","1","25.5","10%","30.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","58%"
"2020-07-13","11:08:01","Cloudy","Dry","Very light","-0.4","26.6","4550","1","26.6","10%","31.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","55%"
"2020-07-13","11:13:04","Overcast","Dry","Very light","1.2","26.6","4528","1","26.6","10%","31.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","55%"
"2020-07-13","11:18:00","Cloudy","Dry","Very light","-0.9","26.4","4540","1","26.4","10%","31.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","55%"
"2020-07-13","11:23:04","Cloudy","Dry","Very light","-3.2","25.8","4608","1","25.8","10%","30.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","57%"
"2020-07-13","11:28:00","Cloudy","Dry","Very light","-2.3","25.6","4608","1","25.6","10%","30.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","58%"
"2020-07-13","11:33:03","Cloudy","Dry","Very light","-4.9","26.2","4608","1","26.2","10%","31.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","55%"
"2020-07-13","11:37:59","Cloudy","Dry","Very light","-5.0","27.3","4521","1","27.3","10%","32.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","52%"
"2020-07-13","11:43:03","Cloudy","Dry","Very light","-2.1","27.8","4480","1","27.8","10%","32.8","","Closed","5","0","Unsafe","Calm","0.0","Normal","51%"
"2020-07-13","11:47:59","Cloudy","Dry","Very light","-2.0","28.5","4480","1","28.5","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","49%"
"2020-07-13","11:53:02","Cloudy","Dry","Very light","-7.3","28.8","4480","1","28.8","10%","33.4","","Closed","5","0","Unsafe","Calm","0.0","Dry","49%"
"2020-07-13","11:58:03","Overcast","Dry","Very light","2.5","29.9","4480","1","29.9","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","46%"
"2020-07-13","12:03:01","Cloudy","Dry","Very light","-1.7","28.2","4480","1","28.2","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","50%"
"2020-07-13","12:08:02","Overcast","Dry","Very light","0.8","27.2","4496","1","27.2","10%","32.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","53%"
"2020-07-13","12:13:01","Overcast","Dry","Very light","4.0","26.4","4607","1","26.4","10%","31.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","56%"
"2020-07-13","12:18:02","Overcast","Dry","Very light","4.8","26.4","4607","1","26.4","10%","31.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","55%"
"2020-07-13","12:23:00","Cloudy","Dry","Very light","-2.2","27.9","4518","1","27.9","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","50%"
"2020-07-13","12:28:01","Cloudy","Dry","Very light","-2.2","27.2","4606","1","27.2","10%","32.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","52%"
"2020-07-13","12:33:00","Overcast","Dry","Very light","0.6","28.1","4506","1","28.1","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","50%"
"2020-07-13","12:38:00","Overcast","Dry","Very light","0.3","27.9","4515","1","27.9","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","50%"
"2020-07-13","12:42:59","Overcast","Dry","Very light","1.1","28.0","4495","1","28.0","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","50%"
"2020-07-13","12:48:01","Overcast","Dry","Very light","0.6","27.7","4549","1","27.7","10%","32.0","","Closed","5","0","Unsafe","Calm","0.0","Normal","51%"
"2020-07-13","12:53:01","Overcast","Dry","Very light","0.4","28.3","4493","1","28.3","10%","33.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","50%"
"2020-07-13","12:58:00","Cloudy","Dry","Very light","-0.8","27.9","4520","1","27.9","10%","32.2","","Closed","5","0","Unsafe","Calm","0.0","Normal","51%"
